"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS"
"USC00044701","LAKEPORT, CA US","1977-05-24",,,"0.00","0.0","0.0",,"73","37","70"
"USC00044701","LAKEPORT, CA US","1977-05-25",,,"0.00","0.0","0.0",,"70","42","63"
"USC00044701","LAKEPORT, CA US","1977-05-26",,,"0.18","0.0","0.0",,"67","50","64"
"USC00044701","LAKEPORT, CA US","1977-05-27",,,"0.00","0.0","0.0",,"73","34","70"
"USC00044701","LAKEPORT, CA US","1977-05-28",,,"0.00","0.0","0.0",,"78","35","75"
"USC00044701","LAKEPORT, CA US","1977-05-29",,,"0.00","0.0","0.0",,"82","38","80"
"USC00044701","LAKEPORT, CA US","1977-05-30",,,"0.00","0.0","0.0",,"90","44","87"
"USC00044701","LAKEPORT, CA US","1977-05-31",,,"0.00","0.0","0.0",,"90","47","87"
"USC00044701","LAKEPORT, CA US","1977-06-01",,,"0.00","0.0","0.0",,"87","50","77"
"USC00044701","LAKEPORT, CA US","1977-06-02",,,"0.00","0.0","0.0",,"84","42","78"
"USC00044701","LAKEPORT, CA US","1977-06-03",,,"0.00","0.0","0.0",,"87","47","78"
"USC00044701","LAKEPORT, CA US","1977-06-04",,,"0.00","0.0","0.0",,"94","45","93"
"USC00044701","LAKEPORT, CA US","1977-06-05",,,"0.00","0.0","0.0",,"102","53","99"
"USC00044701","LAKEPORT, CA US","1977-06-06",,,"0.00","0.0","0.0",,"101","57","96"
"USC00044701","LAKEPORT, CA US","1977-06-07",,,"0.00","0.0","0.0",,"98","63","88"
"USC00044701","LAKEPORT, CA US","1977-06-08",,,"0.00","0.0","0.0",,"93","57","72"
"USC00044701","LAKEPORT, CA US","1977-06-09",,,"0.00","0.0","0.0",,"72","57","71"
"USC00044701","LAKEPORT, CA US","1977-06-10",,,"0.00","0.0","0.0",,"71","51","66"
"USC00044701","LAKEPORT, CA US","1977-06-11",,,"0.00","0.0","0.0",,"80","44","78"
"USC00044701","LAKEPORT, CA US","1977-06-12",,,"0.00","0.0","0.0",,"83","49","80"
"USC00044701","LAKEPORT, CA US","1977-06-13",,,"0.00","0.0","0.0",,"84","53","82"
"USC00044701","LAKEPORT, CA US","1977-06-14",,,"0.00","0.0","0.0",,"86","47","83"
"USC00044701","LAKEPORT, CA US","1977-06-15",,,"0.00","0.0","0.0",,"91","48","88"
"USC00044701","LAKEPORT, CA US","1977-06-16",,,"0.00","0.0","0.0",,"91","53","84"
"USC00044701","LAKEPORT, CA US","1977-06-17",,,"0.00","0.0","0.0",,"84","52","83"
"USC00044701","LAKEPORT, CA US","1977-06-18",,,"0.00","0.0","0.0",,"88","53","86"
"USC00044701","LAKEPORT, CA US","1977-06-19",,,"0.00","0.0","0.0",,"90","54","81"
"USC00044701","LAKEPORT, CA US","1977-06-20",,,"0.00","0.0","0.0",,"87","52","84"
"USC00044701","LAKEPORT, CA US","1977-06-21",,,"0.00","0.0","0.0",,"102","55","98"
"USC00044701","LAKEPORT, CA US","1977-06-22",,,"0.00","0.0","0.0",,"100","58","98"
"USC00044701","LAKEPORT, CA US","1977-06-23",,,"0.00","0.0","0.0",,"102","56","98"
"USC00044701","LAKEPORT, CA US","1977-06-24",,,"0.00","0.0","0.0",,"106","60","103"
"USC00044701","LAKEPORT, CA US","1977-06-25",,,"0.00","0.0","0.0",,"104","64","99"
"USC00044701","LAKEPORT, CA US","1977-06-26",,,"0.00","0.0","0.0",,"102","58","98"
"USC00044701","LAKEPORT, CA US","1977-06-27",,,"0.00","0.0","0.0",,"101","60","100"
"USC00044701","LAKEPORT, CA US","1977-06-28",,,"0.00","0.0","0.0",,"104","62","99"
"USC00044701","LAKEPORT, CA US","1977-06-29",,,"0.00","0.0","0.0",,"103","62","98"
"USC00044701","LAKEPORT, CA US","1977-06-30",,,"0.00","0.0","0.0",,"98","68","96"
"USC00044701","LAKEPORT, CA US","1977-07-01",,,"0.05","0.0","0.0",,"96","66","92"
"USC00044701","LAKEPORT, CA US","1977-07-02",,,"0.00","0.0","0.0",,"92","55","88"
"USC00044701","LAKEPORT, CA US","1977-07-03",,,"0.00","0.0","0.0",,"86","48","80"
"USC00044701","LAKEPORT, CA US","1977-07-04",,,"0.00","0.0","0.0",,"81","47","77"
"USC00044701","LAKEPORT, CA US","1977-07-05",,,"0.00","0.0","0.0",,"84","45","80"
"USC00044701","LAKEPORT, CA US","1977-07-06",,,"0.00","0.0","0.0",,"92","45","91"
"USC00044701","LAKEPORT, CA US","1977-07-07",,,"0.00","0.0","0.0",,"97","50","95"
"USC00044701","LAKEPORT, CA US","1977-07-08",,,"0.00","0.0","0.0",,"95","50","88"
"USC00044701","LAKEPORT, CA US","1977-07-09",,,"0.00","0.0","0.0",,"95","52","88"
"USC00044701","LAKEPORT, CA US","1977-07-10",,,"0.00","0.0","0.0",,"97","52","96"
"USC00044701","LAKEPORT, CA US","1977-07-11",,,"0.00","0.0","0.0",,"101","56","96"
"USC00044701","LAKEPORT, CA US","1977-07-12",,,"0.00","0.0","0.0",,"96","57","88"
"USC00044701","LAKEPORT, CA US","1977-07-13",,,"0.00","0.0","0.0",,"95","53","92"
"USC00044701","LAKEPORT, CA US","1977-07-14",,,"0.00","0.0","0.0",,"99","57","96"
"USC00044701","LAKEPORT, CA US","1977-07-15",,,"0.00","0.0","0.0",,"103","57","101"
"USC00044701","LAKEPORT, CA US","1977-07-16",,,"0.00","0.0","0.0",,"105","55","103"
"USC00044701","LAKEPORT, CA US","1977-07-17",,,"0.00","0.0","0.0",,"104","59","97"
"USC00044701","LAKEPORT, CA US","1977-07-18",,,"0.00","0.0","0.0",,"97","59","90"
"USC00044701","LAKEPORT, CA US","1977-07-19",,,"0.00","0.0","0.0",,"92","57","89"
"USC00044701","LAKEPORT, CA US","1977-07-20",,,"0.00","0.0","0.0",,"97","53","95"
"USC00044701","LAKEPORT, CA US","1977-07-21",,,"0.00","0.0","0.0",,"98","52","95"
"USC00044701","LAKEPORT, CA US","1977-07-22",,,"0.00","0.0","0.0",,"96","52","98"
"USC00044701","LAKEPORT, CA US","1977-07-23",,,"0.00","0.0","0.0",,"100","54","95"
"USC00044701","LAKEPORT, CA US","1977-07-24",,,"0.00","0.0","0.0",,"95","55","85"
"USC00044701","LAKEPORT, CA US","1977-07-25",,,"0.00","0.0","0.0",,"95","50","92"
"USC00044701","LAKEPORT, CA US","1977-07-26",,,"0.00","0.0","0.0",,"97","50","94"
"USC00044701","LAKEPORT, CA US","1977-07-27",,,"0.00","0.0","0.0",,"98","50","93"
"USC00044701","LAKEPORT, CA US","1977-07-28",,,"0.00","0.0","0.0",,"95","51","92"
"USC00044701","LAKEPORT, CA US","1977-07-29",,,"0.00","0.0","0.0",,"100","52","99"
"USC00044701","LAKEPORT, CA US","1977-07-30",,,"0.00","0.0","0.0",,"108","57","105"
"USC00044701","LAKEPORT, CA US","1977-07-31",,,"0.00","0.0","0.0",,"105","62","88"
"USC00044701","LAKEPORT, CA US","1977-08-01",,,"0.00","0.0","0.0",,"105","64","101"
"USC00044701","LAKEPORT, CA US","1977-08-02",,,"0.00","0.0","0.0",,"108","65","98"
"USC00044701","LAKEPORT, CA US","1977-08-03",,,"0.00","0.0","0.0",,"103","63","100"
"USC00044701","LAKEPORT, CA US","1977-08-04",,,"0.00","0.0","0.0",,"101","56","96"
"USC00044701","LAKEPORT, CA US","1977-08-05",,,"0.00","0.0","0.0",,"97","56","91"
"USC00044701","LAKEPORT, CA US","1977-08-06",,,"0.00","0.0","0.0",,"91","55","86"
"USC00044701","LAKEPORT, CA US","1977-08-07",,,"0.00","0.0","0.0",,"87","53","84"
"USC00044701","LAKEPORT, CA US","1977-08-08",,,"0.00","0.0","0.0",,"97","52","94"
"USC00044701","LAKEPORT, CA US","1977-08-09",,,"0.00","0.0","0.0",,"99","55","95"
"USC00044701","LAKEPORT, CA US","1977-08-10",,,"0.00","0.0","0.0",,"101","57","97"
"USC00044701","LAKEPORT, CA US","1977-08-11",,,"0.00","0.0","0.0",,"99","56","95"
"USC00044701","LAKEPORT, CA US","1977-08-12",,,"0.00","0.0","0.0",,"100","55","96"
"USC00044701","LAKEPORT, CA US","1977-08-13",,,"0.00","0.0","0.0",,"98","54","94"
"USC00044701","LAKEPORT, CA US","1977-08-14",,,"0.00","0.0","0.0",,"97","50","95"
"USC00044701","LAKEPORT, CA US","1977-08-15",,,"0.00","0.0","0.0",,"100","52","99"
"USC00044701","LAKEPORT, CA US","1977-08-16",,,"0.00","0.0","0.0",,"103","57","100"
"USC00044701","LAKEPORT, CA US","1977-08-17",,,"0.00","0.0","0.0",,"100","59","90"
"USC00044701","LAKEPORT, CA US","1977-08-18",,,"0.00","0.0","0.0",,"96","57","94"
"USC00044701","LAKEPORT, CA US","1977-08-19",,,"0.00","0.0","0.0",,"100","53","96"
"USC00044701","LAKEPORT, CA US","1977-08-20",,,"0.00","0.0","0.0",,"99","60","94"
"USC00044701","LAKEPORT, CA US","1977-08-21",,,"0.00","0.0","0.0",,"100","56","94"
"USC00044701","LAKEPORT, CA US","1977-08-22",,,"0.00","0.0","0.0",,"101","53","96"
"USC00044701","LAKEPORT, CA US","1977-08-23",,,"0.00","0.0","0.0",,"98","55","90"
"USC00044701","LAKEPORT, CA US","1977-08-24",,,"0.00","0.0","0.0",,"90","62","79"
"USC00044701","LAKEPORT, CA US","1977-08-25",,,"0.01","0.0","0.0",,"79","52","68"
"USC00044701","LAKEPORT, CA US","1977-08-26",,,"0.04","0.0","0.0",,"81","47","80"
"USC00044701","LAKEPORT, CA US","1977-08-27",,,"0.00","0.0","0.0",,"90","48","86"
"USC00044701","LAKEPORT, CA US","1977-08-28",,,"0.00","0.0","0.0",,"97","58","92"
"USC00044701","LAKEPORT, CA US","1977-08-29",,,"0.00","0.0","0.0",,"97","55","93"
"USC00044701","LAKEPORT, CA US","1977-08-30",,,"0.00","0.0","0.0",,"94","59","93"
"USC00044701","LAKEPORT, CA US","1977-08-31",,,"0.00","0.0","0.0",,"94","50","90"
"USC00044701","LAKEPORT, CA US","1977-09-01",,,"0.00","0.0","0.0",,"93","50","91"
"USC00044701","LAKEPORT, CA US","1977-09-02",,,"0.00","0.0","0.0",,"93","50","91"
"USC00044701","LAKEPORT, CA US","1977-09-03",,,"0.00","0.0","0.0",,"95","50","89"
"USC00044701","LAKEPORT, CA US","1977-09-04",,,"0.00","0.0","0.0",,"97","56","90"
"USC00044701","LAKEPORT, CA US","1977-09-05",,,"0.00","0.0","0.0",,"102","55","99"
"USC00044701","LAKEPORT, CA US","1977-09-06",,,"0.00","0.0","0.0",,"101","56","100"
"USC00044701","LAKEPORT, CA US","1977-09-07",,,"0.00","0.0","0.0",,"101","54","99"
"USC00044701","LAKEPORT, CA US","1977-09-08",,,"0.00","0.0","0.0",,"101","56","100"
"USC00044701","LAKEPORT, CA US","1977-09-09",,,"0.00","0.0","0.0",,"100","54","97"
"USC00044701","LAKEPORT, CA US","1977-09-10",,,"0.00","0.0","0.0",,"97","50","87"
"USC00044701","LAKEPORT, CA US","1977-09-11",,,"0.00","0.0","0.0",,"90","48","86"
"USC00044701","LAKEPORT, CA US","1977-09-12",,,"0.00","0.0","0.0",,"90","48","87"
"USC00044701","LAKEPORT, CA US","1977-09-13",,,"0.00","0.0","0.0",,"88","52","81"
"USC00044701","LAKEPORT, CA US","1977-09-14",,,"0.00","0.0","0.0",,"81","50","72"
"USC00044701","LAKEPORT, CA US","1977-09-15",,,"0.00","0.0","0.0",,"72","52","63"
"USC00044701","LAKEPORT, CA US","1977-09-16",,,"0.01","0.0","0.0",,"64","50","60"
"USC00044701","LAKEPORT, CA US","1977-09-17",,,"0.10","0.0","0.0",,"64","54","63"
"USC00044701","LAKEPORT, CA US","1977-09-18",,,"0.00","0.0","0.0",,"64","57","63"
"USC00044701","LAKEPORT, CA US","1977-09-19",,,"0.71","0.0","0.0",,"73","55","70"
"USC00044701","LAKEPORT, CA US","1977-09-20",,,"0.00","0.0","0.0",,"77","50","74"
"USC00044701","LAKEPORT, CA US","1977-09-21",,,"0.00","0.0","0.0",,"81","45","80"
"USC00044701","LAKEPORT, CA US","1977-09-22",,,"0.00","0.0","0.0",,"82","47","80"
"USC00044701","LAKEPORT, CA US","1977-09-23",,,"0.00","0.0","0.0",,"82","46","77"
"USC00044701","LAKEPORT, CA US","1977-09-24",,,"0.00","0.0","0.0",,"77","49","74"
"USC00044701","LAKEPORT, CA US","1977-09-25",,,"0.00","0.0","0.0",,"83","46","76"
"USC00044701","LAKEPORT, CA US","1977-09-26",,,"0.00","0.0","0.0",,"80","47","70"
"USC00044701","LAKEPORT, CA US","1977-09-27",,,"0.05","0.0","0.0",,"70","51","62"
"USC00044701","LAKEPORT, CA US","1977-09-28",,,"0.48","0.0","0.0",,"66","58","64"
"USC00044701","LAKEPORT, CA US","1977-09-29",,,"0.06","0.0","0.0",,"71","55","68"
"USC00044701","LAKEPORT, CA US","1977-09-30",,,"0.00","0.0","0.0",,"73","43","72"
"USC00044701","LAKEPORT, CA US","1977-10-01",,,"0.00","0.0","0.0",,"77","43","76"
"USC00044701","LAKEPORT, CA US","1977-10-02",,,"0.00","0.0","0.0",,"79","43","78"
"USC00044701","LAKEPORT, CA US","1977-10-03",,,"0.00","0.0","0.0",,"80","43","79"
"USC00044701","LAKEPORT, CA US","1977-10-04",,,"0.00","0.0","0.0",,"82","44","79"
"USC00044701","LAKEPORT, CA US","1977-10-05",,,"0.00","0.0","0.0",,"81","42","75"
"USC00044701","LAKEPORT, CA US","1977-10-06",,,"0.00","0.0","0.0",,"75","44","70"
"USC00044701","LAKEPORT, CA US","1977-10-07",,,"0.00","0.0","0.0",,"73","41","72"
"USC00044701","LAKEPORT, CA US","1977-10-08",,,"0.00","0.0","0.0",,"81","43","79"
"USC00044701","LAKEPORT, CA US","1977-10-09",,,"0.00","0.0","0.0",,"82","45","80"
"USC00044701","LAKEPORT, CA US","1977-10-10",,,"0.00","0.0","0.0",,"82","45","80"
"USC00044701","LAKEPORT, CA US","1977-10-11",,,"0.00","0.0","0.0",,"83","46","82"
"USC00044701","LAKEPORT, CA US","1977-10-12",,,"0.00","0.0","0.0",,"85","45","79"
"USC00044701","LAKEPORT, CA US","1977-10-13",,,"0.00","0.0","0.0",,"85","44","83"
"USC00044701","LAKEPORT, CA US","1977-10-14",,,"0.00","0.0","0.0",,"85","43","78"
"USC00044701","LAKEPORT, CA US","1977-10-15",,,"0.00","0.0","0.0",,"83","45","80"
"USC00044701","LAKEPORT, CA US","1977-10-16",,,"0.00","0.0","0.0",,"81","44","75"
"USC00044701","LAKEPORT, CA US","1977-10-17",,,"0.00","0.0","0.0",,"85","43","83"
"USC00044701","LAKEPORT, CA US","1977-10-18",,,"0.00","0.0","0.0",,"84","44","70"
"USC00044701","LAKEPORT, CA US","1977-10-19",,,"0.00","0.0","0.0",,"81","43","74"
"USC00044701","LAKEPORT, CA US","1977-10-20",,,"0.00","0.0","0.0",,"74","40","66"
"USC00044701","LAKEPORT, CA US","1977-10-21",,,"0.00","0.0","0.0",,"71","37","69"
"USC00044701","LAKEPORT, CA US","1977-10-22",,,"0.00","0.0","0.0",,"76","39","73"
"USC00044701","LAKEPORT, CA US","1977-10-23",,,"0.00","0.0","0.0",,"73","49","65"
"USC00044701","LAKEPORT, CA US","1977-10-24",,,"0.17","0.0","0.0",,"71","56","69"
"USC00044701","LAKEPORT, CA US","1977-10-25",,,"0.00","0.0","0.0",,"70","53","70"
"USC00044701","LAKEPORT, CA US","1977-10-26",,,"0.00","0.0","0.0",,"70","42","63"
"USC00044701","LAKEPORT, CA US","1977-10-27",,,"0.00","0.0","0.0",,"63","44","55"
"USC00044701","LAKEPORT, CA US","1977-10-28",,,"0.30","0.0","0.0",,"55","46","53"
"USC00044701","LAKEPORT, CA US","1977-10-29",,,"0.36","0.0","0.0",,"57","41","54"
"USC00044701","LAKEPORT, CA US","1977-10-30",,,"0.10","0.0","0.0",,"64","43","54"
"USC00044701","LAKEPORT, CA US","1977-10-31",,,"0.00","0.0","0.0",,"62","38","58"
"USC00044701","LAKEPORT, CA US","1977-11-01",,,"0.00","0.0","0.0",,"69","39","64"
"USC00044701","LAKEPORT, CA US","1977-11-02",,,"0.00","0.0","0.0",,"69","42","64"
"USC00044701","LAKEPORT, CA US","1977-11-03",,,"0.00","0.0","0.0",,"64","42","50"
"USC00044701","LAKEPORT, CA US","1977-11-04",,,"0.00","0.0","0.0",,"58","32","52"
"USC00044701","LAKEPORT, CA US","1977-11-05",,,"0.57","0.0","0.0",,"57","40","50"
"USC00044701","LAKEPORT, CA US","1977-11-06",,,"0.00","0.0","0.0",,"65","34","57"
"USC00044701","LAKEPORT, CA US","1977-11-07",,,"0.00","0.0","0.0",,"64","36","57"
"USC00044701","LAKEPORT, CA US","1977-11-08",,,"0.00","0.0","0.0",,"68","33","53"
"USC00044701","LAKEPORT, CA US","1977-11-09",,,"0.00","0.0","0.0",,"67","32","59"
"USC00044701","LAKEPORT, CA US","1977-11-10",,,"0.00","0.0","0.0",,"65","34","62"
"USC00044701","LAKEPORT, CA US","1977-11-11",,,"0.05","0.0","0.0",,"62","44","55"
"USC00044701","LAKEPORT, CA US","1977-11-12",,,"0.00","0.0","0.0",,"61","41","54"
"USC00044701","LAKEPORT, CA US","1977-11-13",,,"0.00","0.0","0.0",,"64","40","55"
"USC00044701","LAKEPORT, CA US","1977-11-14",,,"0.00","0.0","0.0",,"65","37","59"
"USC00044701","LAKEPORT, CA US","1977-11-15",,,"0.00","0.0","0.0",,"67","37","62"
"USC00044701","LAKEPORT, CA US","1977-11-16",,,"0.00","0.0","0.0",,"67","37","61"
"USC00044701","LAKEPORT, CA US","1977-11-17",,,"0.00","0.0","0.0",,"66","39","60"
"USC00044701","LAKEPORT, CA US","1977-11-18",,,"0.00","0.0","0.0",,"60","28","44"
"USC00044701","LAKEPORT, CA US","1977-11-19",,,"0.00","0.0","0.0",,"48","21","42"
"USC00044701","LAKEPORT, CA US","1977-11-20",,,"0.00","0.0","0.0",,"47","24","45"
"USC00044701","LAKEPORT, CA US","1977-11-21",,,"2.85","0.0","0.0",,"49","32","45"
"USC00044701","LAKEPORT, CA US","1977-11-22",,,"0.45","0.0","0.0",,"57","36","51"
"USC00044701","LAKEPORT, CA US","1977-11-23",,,"0.00","0.0","0.0",,"52","35","49"
"USC00044701","LAKEPORT, CA US","1977-11-24",,,"0.00","0.0","0.0",,"57","47","55"
"USC00044701","LAKEPORT, CA US","1977-11-25",,,"0.00","0.0","0.0",,"58","42","54"
"USC00044701","LAKEPORT, CA US","1977-11-26",,,"0.00","0.0","0.0",,"70","49","60"
"USC00044701","LAKEPORT, CA US","1977-11-27",,,"0.00","0.0","0.0",,"62","42","57"
"USC00044701","LAKEPORT, CA US","1977-11-28",,,"0.00","0.0","0.0",,"68","36","59"
"USC00044701","LAKEPORT, CA US","1977-11-29",,,"0.00","0.0","0.0",,"72","39","61"
"USC00044701","LAKEPORT, CA US","1977-11-30",,,"0.00","0.0","0.0",,"66","41","58"
"USC00044701","LAKEPORT, CA US","1977-12-01",,,"0.00","0.0","0.0",,"63","36","57"
"USC00044701","LAKEPORT, CA US","1977-12-02",,,"0.00","0.0","0.0",,"69","35","58"
"USC00044701","LAKEPORT, CA US","1977-12-03",,,"0.00","0.0","0.0",,"69","41","58"
"USC00044701","LAKEPORT, CA US","1977-12-04",,,"0.00","0.0","0.0",,"70","44","58"
"USC00044701","LAKEPORT, CA US","1977-12-05",,,"0.00","0.0","0.0",,"60","39","54"
"USC00044701","LAKEPORT, CA US","1977-12-06",,,"0.00","0.0","0.0",,"62","34","56"
"USC00044701","LAKEPORT, CA US","1977-12-07",,,"0.00","0.0","0.0",,"59","40","50"
"USC00044701","LAKEPORT, CA US","1977-12-08",,,"0.00","0.0","0.0",,"51","32","42"
"USC00044701","LAKEPORT, CA US","1977-12-09",,,"0.00","0.0","0.0",,"51","27","48"
"USC00044701","LAKEPORT, CA US","1977-12-10",,,"0.00","0.0","0.0",,"58","29","48"
"USC00044701","LAKEPORT, CA US","1977-12-11",,,"0.51","0.0","0.0",,"51","37","49"
"USC00044701","LAKEPORT, CA US","1977-12-12",,,"0.00","0.0","0.0",,"49","34","46"
"USC00044701","LAKEPORT, CA US","1977-12-13",,,"0.01","0.0","0.0",,"53","44","52"
"USC00044701","LAKEPORT, CA US","1977-12-14",,,"1.90","0.0","0.0",,"55","45","50"
"USC00044701","LAKEPORT, CA US","1977-12-15",,,"1.22","0.0","0.0",,"57","41","45"
"USC00044701","LAKEPORT, CA US","1977-12-16",,,"0.16","0.0","0.0",,"47","34","43"
"USC00044701","LAKEPORT, CA US","1977-12-17",,,"0.75","0.0","0.0",,"50","42","43"
"USC00044701","LAKEPORT, CA US","1977-12-18",,,"0.00","0.0","0.0",,"51","29","48"
"USC00044701","LAKEPORT, CA US","1977-12-19",,,"0.00","0.0","0.0",,"51","25","48"
"USC00044701","LAKEPORT, CA US","1977-12-20",,,"0.00","0.0","0.0",,"53","41","51"
"USC00044701","LAKEPORT, CA US","1977-12-21",,,"0.38","0.0","0.0",,"56","42","46"
"USC00044701","LAKEPORT, CA US","1977-12-22",,,"1.57","0.0","0.0",,"52","42","50"
"USC00044701","LAKEPORT, CA US","1977-12-23",,,"0.58","0.0","0.0",,"57","45","49"
"USC00044701","LAKEPORT, CA US","1977-12-24",,,"0.00","0.0","0.0",,"50","32","46"
"USC00044701","LAKEPORT, CA US","1977-12-25",,,"0.00","0.0","0.0",,"49","35","47"
"USC00044701","LAKEPORT, CA US","1977-12-26",,,"0.41","0.0","0.0",,"49","43","47"
"USC00044701","LAKEPORT, CA US","1977-12-27",,,"0.82","0.0","0.0",,"52","45","51"
"USC00044701","LAKEPORT, CA US","1977-12-28",,,"0.00","0.0","0.0",,"56","47","54"
"USC00044701","LAKEPORT, CA US","1977-12-29",,,"0.03","0.0","0.0",,"56","49","48"
"USC00044701","LAKEPORT, CA US","1977-12-30",,,"0.05","0.0","0.0",,"50","38","48"
"USC00044701","LAKEPORT, CA US","1977-12-31",,,"0.00","0.0","0.0",,"48","33","48"
"USC00044010","HOBERGS M I U, CA US","1970-01-01",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-02",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-03",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-04",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-05",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-06",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-07",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-08",,,"0.57","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-09",,,"3.37","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-10",,,"3.08","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-11",,,"0.13","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-12",,,"0.19","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-13",,,"1.35","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-14",,,"3.32","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-15",,,"0.09","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-16",,,"2.96","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-17",,,"1.15","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-18",,,"0.12","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-19",,,"0.13","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-20",,,"0.34","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-21",,,"2.45","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-22",,,"1.76","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-23",,,"0.88","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-24",,,"7.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-25",,,"0.15","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-26",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-27",,,"1.65","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-28",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-29",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-30",,,"0.03","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-01-31",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-01",,,"0.05","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-02",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-03",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-04",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-05",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-06",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-07",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-08",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-09",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-10",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-11",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-12",,,"0.78","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-13",,,"2.85","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-14",,,"0.37","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-15",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-16",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-17",,,"2.25","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-18",,,"0.20","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-19",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-20",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-21",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-22",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-23",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-24",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-25",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-26",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-27",,,"0.00","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-02-28",,,"0.27","0.0","0.0",,,,
"USC00044010","HOBERGS M I U, CA US","1970-03-01",,,"2.02","0.0","0.0",,,,
